"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2014年5月7日","438.00","430.00","448.72","425.89","0.85K","1.86%"
"2014年5月6日","430.00","426.55","431.50","419.77","0.97K","0.70%"
"2014年5月5日","427.01","436.41","439.88","426.50","1.15K","-0.90%"
"2014年5月4日","430.87","439.53","440.63","430.87","0.02K","-2.20%"
"2014年5月3日","440.54","452.00","452.00","432.61","0.07K","-2.86%"
"2014年5月2日","453.50","459.01","459.63","447.00","0.91K","-1.20%"
"2014年5月1日","459.00","450.81","463.00","450.78","0.93K","2.39%"
"2014年4月30日","448.27","446.00","450.00","440.50","0.63K","3.29%"
"2014年4月29日","434.00","438.72","450.00","431.54","0.89K","-3.13%"
"2014年4月28日","448.00","434.00","448.00","433.00","0.86K","1.48%"
"2014年4月27日","441.45","460.00","460.50","441.45","0.07K","-3.82%"
"2014年4月26日","459.00","467.35","470.49","453.86","0.04K","-0.22%"
"2014年4月25日","460.00","493.08","494.37","446.22","0.43K","-7.54%"
"2014年4月24日","497.50","486.00","497.50","480.00","0.49K","1.49%"
"2014年4月23日","490.21","494.86","494.86","480.00","0.50K","0.45%"
"2014年4月22日","488.00","499.50","501.00","488.00","0.22K","-1.81%"
"2014年4月21日","497.00","509.00","510.00","495.77","0.66K","-3.01%"
"2014年4月20日","512.45","510.00","512.45","510.00","0.15K","1.48%"
"2014年4月19日","505.00","488.17","510.00","484.71","0.04K","2.95%"
"2014年4月18日","490.54","499.39","504.37","483.57","0.42K","-2.03%"
"2014年4月17日","500.71","519.55","522.25","491.00","0.35K","-4.12%"
"2014年4月16日","522.25","510.00","522.79","499.00","0.76K","1.41%"
"2014年4月15日","515.00","453.36","515.00","453.36","0.75K","12.20%"
"2014年4月14日","459.00","403.15","464.00","403.15","0.73K","13.55%"
"2014年4月13日","404.22","415.00","415.00","404.22","0.11K","-2.60%"
"2014年4月12日","415.00","417.75","430.00","412.00","0.07K","-0.30%"
"2014年4月11日","416.26","355.00","427.00","325.00","2.04K","12.50%"
"2014年4月10日","370.00","440.24","440.24","370.00","0.91K","-16.38%"
"2014年4月9日","442.50","454.97","454.97","440.00","0.35K","-1.39%"
"2014年4月8日","448.75","454.50","458.25","448.75","0.15K","-1.20%"
"2014年4月7日","454.20","460.21","463.62","445.00","0.25K","0.11%"
"2014年4月6日","453.69","463.30","463.30","453.69","0.01K","-1.54%"
"2014年4月5日","460.80","453.00","460.80","445.19","0.04K","2.40%"
"2014年4月4日","449.99","441.50","458.13","434.17","0.31K","0.27%"
"2014年4月3日","448.78","440.61","462.05","422.00","0.68K","1.23%"
"2014年4月2日","443.33","479.18","490.51","435.79","0.95K","-8.18%"
"2014年4月1日","482.83","460.32","486.00","451.44","0.94K","6.82%"
"2014年3月31日","452.00","478.60","485.00","443.13","0.08K","-2.61%"
"2014年3月30日","464.10","493.01","493.01","440.35","0.14K","-5.66%"
"2014年3月29日","491.92","506.17","507.00","490.98","0.02K","-1.11%"
"2014年3月28日","497.44","525.00","525.00","490.00","0.23K","-0.22%"
"2014年3月27日","498.53","582.40","589.33","498.53","0.24K","-16.21%"
"2014年3月26日","595.00","580.00","595.00","570.00","0.54K","2.23%"
"2014年3月25日","582.01","586.58","586.66","579.10","0.31K","-1.35%"
"2014年3月24日","590.00","560.38","590.00","552.00","0.35K","4.20%"
"2014年3月23日","566.20","570.30","570.30","566.20","0.01K","1.11%"
"2014年3月22日","560.00","560.00","562.86","550.00","0.01K","-1.55%"
"2014年3月21日","568.80","581.00","605.42","568.80","0.70K","-2.52%"
"2014年3月20日","583.48","610.00","639.21","583.48","0.49K","-4.50%"
"2014年3月19日","611.00","622.90","622.92","611.00","0.11K","-1.19%"
"2014年3月18日","618.37","623.08","623.89","610.89","0.49K","-0.95%"
"2014年3月17日","624.33","635.00","635.70","624.00","0.60K","-1.68%"
"2014年3月16日","635.01","640.10","640.10","635.01","0.04K","-1.03%"
"2014年3月15日","641.64","636.89","641.64","636.89","0.00K","1.85%"
"2014年3月14日","630.00","632.93","638.97","630.00","0.56K","-1.87%"
"2014年3月13日","641.99","633.51","645.14","633.51","0.04K","-1.23%"
"2014年3月12日","650.00","615.00","650.00","615.00","0.86K","5.69%"
"2014年3月11日","615.00","615.00","615.00","613.50","0.05K","0.00%"
"2014年3月10日","615.00","621.00","621.00","612.84","0.12K","-0.97%"
"2014年3月9日","621.00","610.48","621.00","609.37","0.05K","1.12%"
"2014年3月8日","614.14","621.00","621.00","600.25","0.06K","-1.11%"
"2014年3月7日","621.00","663.00","663.00","614.00","0.76K","-6.33%"
"2014年3月6日","663.00","673.44","675.00","657.00","0.96K","-1.78%"
"2014年3月5日","675.00","658.00","675.80","658.00","0.49K","1.05%"
"2014年3月4日","668.00","654.72","675.00","652.62","0.47K","1.52%"
"2014年3月3日","658.00","571.50","685.00","569.74","0.67K","17.37%"
"2014年3月2日","560.62","570.90","583.49","560.00","0.01K","-1.34%"
"2014年3月1日","568.21","565.00","571.77","560.00","0.06K","0.57%"
"2014年2月28日","565.00","575.48","590.30","544.89","0.34K","-2.42%"
"2014年2月27日","579.00","592.53","592.53","565.72","0.01K","-0.52%"
"2014年2月26日","582.00","548.67","594.47","544.00","0.72K","13.01%"
"2014年2月25日","515.00","554.00","567.00","425.00","1.91K","-8.43%"
"2014年2月24日","562.43","597.27","597.27","562.43","0.01K","-9.14%"
"2014年2月23日","619.00","597.73","624.05","597.73","0.02K","4.00%"
"2014年2月22日","595.22","587.61","602.77","563.74","0.00K","4.79%"
"2014年2月21日","568.00","565.20","591.50","548.51","0.06K","-1.88%"
"2014年2月20日","578.88","633.00","633.00","574.81","0.04K","-8.17%"
"2014年2月19日","630.41","634.18","637.99","628.00","0.10K","0.38%"
"2014年2月18日","628.00","660.00","660.00","622.00","0.05K","-5.40%"
"2014年2月17日","663.85","626.00","663.85","626.00","0.03K","9.19%"
"2014年2月16日","608.00","650.00","650.00","608.00","0.11K","-6.95%"
"2014年2月15日","653.38","652.89","655.69","650.00","0.02K","-4.20%"
"2014年2月14日","682.00","622.00","724.00","565.20","0.46K","7.53%"
"2014年2月13日","634.26","671.94","671.94","630.00","0.04K","-7.41%"
"2014年2月12日","685.00","691.13","691.13","650.00","0.06K","3.97%"
"2014年2月11日","658.87","739.00","761.66","653.26","0.13K","-6.72%"
"2014年2月10日","706.32","720.00","739.00","642.00","0.11K","-0.52%"
"2014年2月9日","710.00","702.59","720.00","702.59","0.10K","2.90%"
"2014年2月8日","690.00","700.00","716.45","690.00","0.05K","-4.17%"
"2014年2月7日","720.00","750.27","755.05","677.00","0.28K","-6.68%"
"2014年2月6日","771.55","793.00","793.00","768.00","0.16K","-2.46%"
"2014年2月5日","791.00","807.00","808.00","791.00","0.33K","-2.71%"
"2014年2月4日","813.00","810.80","813.23","808.27","0.12K","0.37%"
"2014年2月3日","810.00","806.78","814.12","801.67","0.14K","-0.57%"
"2014年2月1日","814.65","801.93","814.65","801.93","0.01K","1.83%"
"2014年1月31日","800.00","801.67","803.29","791.80","0.22K","-0.49%"
"2014年1月30日","803.95","794.37","803.95","785.37","0.27K","0.49%"
"2014年1月29日","800.00","788.99","800.00","783.57","0.13K","0.63%"
"2014年1月28日","795.00","779.78","812.04","770.00","0.56K","4.57%"
"2014年1月27日","760.29","810.94","810.94","757.00","0.74K","-6.10%"
"2014年1月26日","809.65","804.18","823.92","731.00","0.15K","-0.04%"
"2014年1月25日","810.00","795.83","810.00","789.44","0.23K","3.60%"
"2014年1月24日","781.87","800.00","800.00","773.18","0.36K","-4.21%"
"2014年1月23日","816.21","819.00","820.00","804.28","0.26K","1.14%"
"2014年1月22日","807.00","807.00","807.00","807.00","0.00K","-0.37%"
"2014年1月21日","810.00","810.00","824.72","794.21","0.37K","-1.62%"
"2014年1月20日","823.35","831.01","831.01","795.23","0.15K","-0.80%"
"2014年1月19日","830.00","819.00","830.00","814.23","0.14K","3.75%"
"2014年1月18日","800.00","810.00","815.00","799.00","0.15K","1.39%"
"2014年1月17日","789.00","820.00","820.69","789.00","0.07K","-4.25%"
"2014年1月16日","824.00","847.06","847.06","822.42","0.20K","-1.87%"
"2014年1月15日","839.73","835.55","842.19","833.74","0.05K","1.56%"
"2014年1月14日","826.85","827.84","833.41","815.12","0.14K","1.03%"
"2014年1月13日","818.40","846.59","857.28","818.40","0.06K","-7.85%"
"2014年1月12日","888.10","892.00","892.00","888.10","0.00K","-0.98%"
"2014年1月11日","896.88","899.00","900.27","895.00","0.01K","7.44%"
"2014年1月10日","834.75","832.98","834.75","832.98","0.00K","-1.79%"
"2014年1月9日","850.00","833.72","850.00","794.93","0.29K","2.59%"
"2014年1月8日","828.54","781.00","838.05","771.00","0.14K","4.75%"
"2014年1月7日","791.00","928.69","928.69","791.00","0.10K","-15.36%"
"2014年1月6日","934.55","910.00","950.00","900.00","0.10K","3.38%"
"2014年1月5日","904.00","839.46","904.00","839.46","0.02K","12.74%"
"2014年1月4日","801.84","806.50","806.50","801.84","0.01K","-1.26%"
"2014年1月3日","812.05","801.00","812.05","801.00","-","4.78%"
"2014年1月2日","775.00","746.22","775.00","740.18","0.13K","4.69%"
"2014年1月1日","740.30","740.00","757.00","733.53","0.01K","1.73%"
"2013年12月31日","727.71","731.50","731.50","715.72","0.08K","-1.29%"
"2013年12月30日","737.24","735.00","740.00","730.21","0.13K","3.21%"
"2013年12月29日","714.29","710.66","714.29","710.66","0.01K","1.90%"
"2013年12月28日","701.00","726.00","732.00","701.00","0.14K","-2.49%"
"2013年12月27日","718.89","757.53","757.75","708.98","0.18K","-2.85%"
"2013年12月26日","740.00","680.00","741.32","680.00","0.19K","14.31%"
"2013年12月24日","647.33","661.96","668.75","646.82","0.11K","1.09%"
"2013年12月23日","640.37","650.18","653.20","640.37","0.08K","2.94%"
"2013年12月22日","622.10","590.00","669.62","590.00","0.13K","2.37%"
"2013年12月21日","607.68","655.41","656.69","589.00","0.19K","1.45%"
"2013年12月20日","599.00","702.03","731.96","599.00","0.53K","-14.68%"
"2013年12月19日","702.03","545.59","716.43","521.00","0.37K","27.32%"
"2013年12月18日","551.38","668.84","668.84","408.74","1.38K","-24.67%"
"2013年12月17日","731.94","712.17","759.83","643.93","0.18K","3.86%"
"2013年12月16日","704.77","896.76","896.76","699.55","0.13K","-18.51%"
"2013年12月15日","864.87","891.23","891.23","850.00","0.11K","-3.68%"
"2013年12月14日","897.95","904.00","909.73","889.01","0.02K","-1.60%"
"2013年12月13日","912.55","911.00","954.00","909.08","0.11K","1.34%"
"2013年12月12日","900.53","878.90","915.00","878.90","0.01K","-2.31%"
"2013年12月11日","921.78","1,005.59","1,005.59","890.66","0.04K","-9.89%"
"2013年12月10日","1,023.00","967.18","1,030.44","958.46","0.08K","9.32%"
"2013年12月9日","935.79","871.40","945.02","849.42","0.05K","28.19%"
"2013年12月8日","730.00","717.13","758.47","682.22","0.03K","-8.82%"
"2013年12月7日","800.57","833.26","1,200.00","632.32","0.66K","-8.25%"
"2013年12月6日","872.56","1,028.15","1,028.15","845.41","0.24K","-15.33%"
"2013年12月5日","1,030.58","1,129.80","1,135.00","866.02","0.12K","-9.99%"
"2013年12月4日","1,145.00","1,065.46","1,149.50","1,065.46","0.03K","9.26%"
"2013年12月3日","1,047.98","1,047.98","1,047.98","1,047.98","0.08K","5.00%"
"2013年12月2日","998.07","997.87","1,031.09","960.00","0.20K","4.51%"
"2013年12月1日","955.00","998.06","998.06","903.00","0.06K","-14.15%"
"2013年11月30日","1,112.35","1,105.08","1,115.00","1,103.14","0.33K","0.44%"
"2013年11月29日","1,107.51","1,030.00","1,124.36","1,030.00","0.43K","9.65%"
"2013年11月28日","1,010.00","955.00","1,031.09","943.86","0.14K","6.54%"
"2013年11月27日","948.00","863.90","948.87","855.00","0.34K","11.59%"
"2013年11月26日","849.57","790.24","849.57","778.00","0.05K","8.53%"
"2013年11月25日","782.77","785.93","789.02","782.77","0.02K","-3.80%"
"2013年11月24日","813.72","746.86","813.72","746.86","-","-3.38%"
"2013年11月23日","842.20","800.20","842.20","769.92","0.05K","10.82%"
"2013年11月22日","760.00","680.00","760.00","680.00","0.03K","8.57%"
"2013年11月21日","700.00","587.00","700.00","580.00","0.08K","27.27%"
"2013年11月20日","550.00","504.90","550.00","425.06","0.02K","-8.18%"
"2013年11月19日","599.00","600.00","690.89","418.36","0.06K","2.37%"
"2013年11月18日","585.16","461.00","590.64","461.00","0.11K","23.64%"
"2013年11月17日","473.27","435.87","473.27","435.87","0.03K","8.73%"
"2013年11月16日","435.27","412.03","436.05","398.44","0.05K","8.82%"
"2013年11月15日","400.00","419.07","436.06","400.00","0.23K","-4.31%"
"2013年11月14日","418.00","396.21","419.50","393.69","0.20K","7.81%"
"2013年11月13日","387.73","366.81","387.73","356.36","0.10K","10.73%"
"2013年11月12日","350.16","343.26","355.26","341.88","0.06K","3.42%"
"2013年11月11日","338.57","342.84","342.84","328.85","0.11K","8.55%"
"2013年11月10日","311.90","311.90","311.90","311.90","-","-7.21%"
"2013年11月9日","336.14","336.14","336.14","336.14","-","3.82%"
"2013年11月8日","323.77","323.77","323.77","323.77","-","14.29%"
"2013年11月7日","283.30","283.30","283.30","283.30","-","11.67%"
"2013年11月6日","253.69","253.69","253.69","253.69","-","6.02%"
"2013年11月5日","239.29","239.29","239.29","239.29","-","6.26%"
"2013年11月4日","225.20","225.20","225.20","225.20","-","8.46%"
"2013年11月3日","207.63","207.63","207.63","207.63","-","3.38%"
"2013年11月2日","200.85","200.85","200.85","200.85","-","1.18%"
"2013年11月1日","198.51","198.51","198.51","198.51","-","0.14%"
"2013年10月31日","198.23","198.23","198.23","198.23","-","1.89%"
"2013年10月30日","194.55","194.55","194.55","194.55","-","-1.84%"
"2013年10月29日","198.19","198.19","198.19","198.19","-","5.49%"
"2013年10月28日","187.87","187.87","187.87","187.87","-","1.17%"
"2013年10月27日","185.69","185.69","185.69","185.69","-","5.57%"
"2013年10月26日","175.90","175.90","175.90","175.90","-","-1.25%"
"2013年10月25日","178.12","178.12","178.12","178.12","-","-2.75%"
"2013年10月24日","183.15","183.15","183.15","183.15","-","-8.71%"
"2013年10月23日","200.62","200.62","200.62","200.62","-","9.12%"
"2013年10月22日","183.86","183.86","183.86","183.86","-","5.56%"
"2013年10月21日","174.18","174.18","174.18","174.18","-","6.82%"
"2013年10月20日","163.06","163.06","163.06","163.06","-","2.03%"
"2013年10月19日","159.81","159.81","159.81","159.81","-","6.83%"
"2013年10月18日","149.59","149.59","149.59","149.59","-","4.81%"
"2013年10月17日","142.73","142.73","142.73","142.73","-","3.86%"
"2013年10月16日","137.42","137.42","137.42","137.42","-","-0.88%"
"2013年10月15日","138.64","138.64","138.64","138.64","-","4.21%"
"2013年10月14日","133.04","133.04","133.04","133.04","-","2.01%"
"2013年10月13日","130.42","130.42","130.42","130.42","-","3.08%"
"2013年10月12日","126.52","126.52","126.52","126.52","-","0.80%"
"2013年10月11日","125.51","125.51","125.51","125.51","-","-0.15%"
"2013年10月10日","125.70","125.70","125.70","125.70","-","-0.11%"
"2013年10月9日","125.84","125.84","125.84","125.84","-","1.22%"
"2013年10月8日","124.32","124.32","124.32","124.32","-","0.88%"
"2013年10月7日","123.24","123.24","123.24","123.24","-","1.28%"
"2013年10月6日","121.68","121.68","121.68","121.68","-","0.45%"
"2013年10月5日","121.14","121.14","121.14","121.14","-","-0.12%"
"2013年10月4日","121.29","121.29","121.29","121.29","-","3.83%"
"2013年10月3日","116.82","116.82","116.82","116.82","-","17.04%"
"2013年10月2日","99.81","99.81","99.81","99.81","-","-20.46%"
"2013年10月1日","125.49","125.49","125.49","125.49","-","1.94%"
"2013年9月30日","123.10","123.10","123.10","123.10","-","-1.66%"
"2013年9月29日","125.18","125.18","125.18","125.18","-","0.34%"
"2013年9月28日","124.75","124.75","124.75","124.75","-","1.01%"
"2013年9月27日","123.50","123.50","123.50","123.50","-","0.02%"
"2013年9月26日","123.48","123.48","123.48","123.48","-","0.05%"
"2013年9月25日","123.42","123.42","123.42","123.42","-","0.72%"
"2013年9月24日","122.54","122.54","122.54","122.54","-","0.26%"
"2013年9月23日","122.22","122.22","122.22","122.22","-","-0.35%"
"2013年9月22日","122.65","122.65","122.65","122.65","-","0.01%"
"2013年9月21日","122.64","122.64","122.64","122.64","-","-0.21%"
"2013年9月20日","122.90","122.90","122.90","122.90","-","-1.04%"
"2013年9月19日","124.19","124.19","124.19","124.19","-","-1.67%"
"2013年9月18日","126.30","126.30","126.30","126.30","-","0.26%"
"2013年9月17日","125.97","125.97","125.97","125.97","-","0.73%"
"2013年9月16日","125.06","125.06","125.06","125.06","-","0.39%"
"2013年9月15日","124.58","124.58","124.58","124.58","-","0.40%"
"2013年9月14日","124.08","124.08","124.08","124.08","-","-1.92%"
"2013年9月13日","126.51","126.51","126.51","126.51","-","0.60%"
"2013年9月12日","125.76","125.76","125.76","125.76","-","0.25%"
"2013年9月11日","125.45","125.45","125.45","125.45","-","3.29%"
"2013年9月10日","121.46","121.46","121.46","121.46","-","1.20%"
"2013年9月9日","120.02","120.02","120.02","120.02","-","2.94%"
"2013年9月8日","116.59","116.59","116.59","116.59","-","-2.07%"
"2013年9月7日","119.05","119.05","119.05","119.05","-","2.35%"
"2013年9月6日","116.32","116.32","116.32","116.32","-","-3.49%"
"2013年9月5日","120.53","120.53","120.53","120.53","-","-0.03%"
"2013年9月4日","120.57","120.57","120.57","120.57","-","-5.50%"
"2013年9月3日","127.59","127.59","127.59","127.59","-","0.18%"
"2013年9月2日","127.36","127.36","127.36","127.36","-","-0.70%"
"2013年9月1日","128.26","128.26","128.26","128.26","-","-0.93%"
"2013年8月31日","129.46","129.46","129.46","129.46","-","5.06%"
"2013年8月30日","123.23","123.23","123.23","123.23","-","4.86%"
"2013年8月29日","117.52","117.52","117.52","117.52","-","-0.06%"
"2013年8月28日","117.59","117.59","117.59","117.59","-","0.12%"
"2013年8月27日","117.45","117.45","117.45","117.45","-","4.65%"
"2013年8月26日","112.23","112.23","112.23","112.23","-","0.39%"
"2013年8月25日","111.79","111.79","111.79","111.79","-","2.85%"
"2013年8月24日","108.69","108.69","108.69","108.69","-","1.06%"
"2013年8月23日","107.55","107.55","107.55","107.55","-","-1.99%"
"2013年8月22日","109.73","109.73","109.73","109.73","-","-1.53%"
"2013年8月21日","111.44","111.44","111.44","111.44","-","6.12%"
"2013年8月20日","105.01","105.01","105.01","105.01","-","2.65%"
"2013年8月19日","102.30","102.30","102.30","102.30","-","3.50%"
"2013年8月18日","98.84","98.84","98.84","98.84","-","-0.72%"
"2013年8月17日","99.56","99.56","99.56","99.56","-","1.25%"
"2013年8月16日","98.33","98.33","98.33","98.33","-","0.81%"
"2013年8月15日","97.54","97.54","97.54","97.54","-","-0.43%"
"2013年8月14日","97.96","97.96","97.96","97.96","-","0.06%"
"2013年8月13日","97.90","97.90","97.90","97.90","-","2.97%"
"2013年8月12日","95.08","95.08","95.08","95.08","-","0.98%"
"2013年8月11日","94.16","94.16","94.16","94.16","-","0.93%"
"2013年8月10日","93.29","93.29","93.29","93.29","-","-0.07%"
"2013年8月9日","93.36","93.36","93.36","93.36","-","-1.49%"
"2013年8月8日","94.77","94.77","94.77","94.77","-","-2.22%"
"2013年8月7日","96.92","96.92","96.92","96.92","-","-0.22%"
"2013年8月6日","97.13","97.13","97.13","97.13","-","0.22%"
"2013年8月5日","96.92","96.92","96.92","96.92","-","0.33%"
"2013年8月4日","96.60","96.60","96.60","96.60","-","-0.06%"
"2013年8月3日","96.66","96.66","96.66","96.66","-","-0.60%"
"2013年8月2日","97.24","97.24","97.24","97.24","-","0.85%"
"2013年8月1日","96.42","96.42","96.42","96.42","-","-1.52%"
"2013年7月31日","97.91","97.91","97.91","97.91","-","1.66%"
"2013年7月30日","96.31","96.31","96.31","96.31","-","3.23%"
"2013年7月29日","93.30","93.30","93.30","93.30","-","1.30%"
"2013年7月28日","92.10","92.10","92.10","92.10","-","3.37%"
"2013年7月27日","89.10","89.10","89.10","89.10","-","-1.69%"
"2013年7月26日","90.63","90.63","90.63","90.63","-","1.36%"
"2013年7月25日","89.41","89.41","89.41","89.41","-","2.23%"
"2013年7月24日","87.46","87.46","87.46","87.46","-","0.60%"
"2013年7月23日","86.94","86.94","86.94","86.94","-","0.99%"
"2013年7月22日","86.09","86.09","86.09","86.09","-","0.73%"
"2013年7月21日","85.47","85.47","85.47","85.47","-","-0.23%"
"2013年7月20日","85.67","85.67","85.67","85.67","-","-0.13%"
"2013年7月19日","85.78","85.78","85.78","85.78","-","0.41%"
"2013年7月18日","85.43","85.43","85.43","85.43","-","-5.64%"
"2013年7月17日","90.54","90.54","90.54","90.54","-","-2.37%"
"2013年7月16日","92.74","92.74","92.74","92.74","-","-0.43%"
"2013年7月15日","93.14","93.14","93.14","93.14","-","3.07%"
"2013年7月14日","90.37","90.37","90.37","90.37","-","-1.12%"
"2013年7月13日","91.39","91.39","91.39","91.39","-","3.31%"
"2013年7月12日","88.46","88.46","88.46","88.46","-","-3.03%"
"2013年7月11日","91.22","91.22","91.22","91.22","-","7.94%"
"2013年7月10日","84.51","84.51","84.51","84.51","-","13.86%"
"2013年7月9日","74.22","74.22","74.22","74.22","-","-0.46%"
"2013年7月8日","74.56","74.56","74.56","74.56","-","2.83%"
"2013年7月7日","72.51","72.51","72.51","72.51","-","8.47%"
"2013年7月6日","66.85","66.85","66.85","66.85","-","0.77%"
"2013年7月5日","66.34","66.34","66.34","66.34","-","-14.60%"
"2013年7月4日","77.68","77.68","77.68","77.68","-","1.03%"
"2013年7月3日","76.89","76.89","76.89","76.89","-","-12.29%"
"2013年7月2日","87.66","87.66","87.66","87.66","-","3.60%"
"2013年7月1日","84.61","84.61","84.61","84.61","-","-13.23%"
"2013年6月30日","97.51","97.51","97.51","97.51","-","2.64%"
"2013年6月29日","95.00","95.00","95.00","95.00","-","0.36%"
"2013年6月28日","94.66","94.66","94.66","94.66","-","-6.96%"
"2013年6月27日","101.74","101.74","101.74","101.74","-","-2.17%"
"2013年6月26日","104.00","104.00","104.00","104.00","-","0.65%"
"2013年6月25日","103.33","103.33","103.33","103.33","-","1.21%"
"2013年6月24日","102.09","102.09","102.09","102.09","-","-5.38%"
"2013年6月23日","107.90","107.90","107.90","107.90","-","-0.28%"
"2013年6月22日","108.20","108.20","108.20","108.20","-","-1.19%"
"2013年6月21日","109.50","109.50","109.50","109.50","-","-1.61%"
"2013年6月20日","111.29","111.29","111.29","111.29","-","2.81%"
"2013年6月19日","108.25","108.25","108.25","108.25","-","0.84%"
"2013年6月18日","107.35","107.35","107.35","107.35","-","5.30%"
"2013年6月17日","101.95","101.95","101.95","101.95","-","2.05%"
"2013年6月16日","99.90","99.90","99.90","99.90","-","0.10%"
"2013年6月15日","99.80","99.80","99.80","99.80","-","-0.20%"
"2013年6月14日","100.00","100.00","100.00","100.00","-","-3.80%"
"2013年6月13日","103.95","103.95","103.95","103.95","-","-4.44%"
"2013年6月12日","108.78","108.78","108.78","108.78","-","-0.20%"
"2013年6月11日","109.00","109.00","109.00","109.00","-","2.49%"
"2013年6月10日","106.35","106.35","106.35","106.35","-","5.88%"
"2013年6月9日","100.44","100.44","100.44","100.44","-","-6.91%"
"2013年6月8日","107.89","107.89","107.89","107.89","-","-2.80%"
"2013年6月7日","111.00","111.00","111.00","111.00","-","-6.70%"
"2013年6月6日","118.97","118.97","118.97","118.97","-","-2.40%"
"2013年6月5日","121.90","121.90","121.90","121.90","-","0.41%"
"2013年6月4日","121.40","121.40","121.40","121.40","-","0.55%"
"2013年6月3日","120.74","120.74","120.74","120.74","-","-1.44%"
"2013年6月2日","122.50","122.50","122.50","122.50","-","-5.26%"
"2013年6月1日","129.30","129.30","129.30","129.30","-","0.37%"
"2013年5月31日","128.82","128.82","128.82","128.82","-","0.02%"
"2013年5月30日","128.80","128.80","128.80","128.80","-","-2.61%"
"2013年5月29日","132.25","132.25","132.25","132.25","-","2.52%"
"2013年5月28日","129.00","129.00","129.00","129.00","-","-0.59%"
"2013年5月27日","129.77","129.77","129.77","129.77","-","-2.79%"
"2013年5月26日","133.50","133.50","133.50","133.50","-","1.14%"
"2013年5月25日","131.99","131.99","131.99","131.99","-","-0.83%"
"2013年5月24日","133.10","133.10","133.10","133.10","-","5.38%"
"2013年5月23日","126.30","126.30","126.30","126.30","-","2.02%"
"2013年5月22日","123.80","123.80","123.80","123.80","-","0.74%"
"2013年5月21日","122.89","122.89","122.89","122.89","-","0.71%"
"2013年5月20日","122.02","122.02","122.02","122.02","-","-0.39%"
"2013年5月19日","122.50","122.50","122.50","122.50","-","-0.58%"
"2013年5月18日","123.21","123.21","123.21","123.21","-","-0.23%"
"2013年5月17日","123.50","123.50","123.50","123.50","-","4.48%"
"2013年5月16日","118.21","118.21","118.21","118.21","-","3.49%"
"2013年5月15日","114.22","114.22","114.22","114.22","-","2.53%"
"2013年5月14日","111.40","111.40","111.40","111.40","-","-5.58%"
"2013年5月13日","117.98","117.98","117.98","117.98","-","2.75%"
"2013年5月12日","114.82","114.82","114.82","114.82","-","-0.71%"
"2013年5月11日","115.64","115.64","115.64","115.64","-","-1.75%"
"2013年5月10日","117.70","117.70","117.70","117.70","-","4.34%"
"2013年5月9日","112.80","112.80","112.80","112.80","-","-0.35%"
"2013年5月8日","113.20","113.20","113.20","113.20","-","3.28%"
"2013年5月7日","109.60","109.60","109.60","109.60","-","-2.36%"
"2013年5月6日","112.25","112.25","112.25","112.25","-","-3.22%"
"2013年5月5日","115.98","115.98","115.98","115.98","-","2.73%"
"2013年5月4日","112.90","112.90","112.90","112.90","-","15.09%"
"2013年5月3日","98.10","98.10","98.10","98.10","-","-7.67%"
"2013年5月2日","106.25","106.25","106.25","106.25","-","-8.70%"
"2013年5月1日","116.38","116.38","116.38","116.38","-","-16.41%"
"2013年4月30日","139.23","139.23","139.23","139.23","-","-3.31%"
"2013年4月29日","144.00","144.00","144.00","144.00","-","7.11%"
"2013年4月28日","134.44","134.44","134.44","134.44","-","5.03%"
"2013年4月27日","128.00","128.00","128.00","128.00","-","-6.50%"
"2013年4月26日","136.90","136.90","136.90","136.90","-","-3.39%"
"2013年4月25日","141.71","141.71","141.71","141.71","-","-8.10%"
"2013年4月24日","154.20","154.20","154.20","154.20","-","7.48%"
"2013年4月23日","143.47","143.47","143.47","143.47","-","12.61%"
"2013年4月22日","127.40","127.40","127.40","127.40","-","6.88%"
"2013年4月21日","119.20","119.20","119.20","119.20","-","-5.86%"
"2013年4月20日","126.62","126.62","126.62","126.62","-","6.87%"
"2013年4月19日","118.48","118.48","118.48","118.48","-","8.69%"
"2013年4月18日","109.01","109.01","109.01","109.01","-","17.13%"
"2013年4月17日","93.07","93.07","93.07","93.07","-","36.15%"
"2013年4月16日","68.36","68.36","68.36","68.36","-","-17.03%"
"2013年4月15日","82.39","82.39","82.39","82.39","-","-8.46%"
"2013年4月14日","90.00","90.00","90.00","90.00","-","-3.23%"
"2013年4月13日","93.00","93.00","93.00","93.00","-","-20.51%"
"2013年4月12日","117.00","117.00","117.00","117.00","-","-6.33%"
"2013年4月11日","124.90","124.90","124.90","124.90","-","-24.30%"
"2013年4月10日","165.00","165.00","165.00","165.00","-","-28.26%"
"2013年4月9日","230.00","230.00","230.00","230.00","-","22.67%"
"2013年4月8日","187.50","187.50","187.50","187.50","-","15.53%"
"2013年4月7日","162.30","162.30","162.30","162.30","-","13.79%"
"2013年4月6日","142.63","142.63","142.63","142.63","-","0.22%"
"2013年4月5日","142.32","142.32","142.32","142.32","-","7.72%"
"2013年4月4日","132.12","132.12","132.12","132.12","-","-2.13%"
"2013年4月3日","135.00","135.00","135.00","135.00","-","14.43%"
"2013年4月2日","117.98","117.98","117.98","117.98","-","13.44%"
"2013年4月1日","104.00","104.00","104.00","104.00","-","11.79%"
